w,c1=c2,epoch,g_best
0.7,0.5,4,5.81364
0.7,0.5,5,25.5557
0.7,0.5,6,193.649
0.7,0.5,7,68.0515
0.7,0.5,8,303.124
0.7,0.5,9,356.992
0.7,0.5,10,96.8361
0.7,0.5,11,145.66
0.7,0.5,12,118.334
0.7,0.5,13,102.997
0.7,0.5,14,127.895
0.7,0.5,15,351.787
0.7,0.5,16,47.4102
0.7,0.5,17,548.424
0.7,0.5,18,78.8928
0.7,0.5,19,448.264
0.7,0.5,20,144.418
0.7,0.5,21,160.324
0.7,0.5,22,564.729
0.7,0.5,23,304.282
0.7,0.5,24,415.411
0.7,0.5,25,212.272
0.7,0.5,26,224.576
0.7,0.5,27,72.7797
0.7,0.5,28,93.4505
0.7,0.5,29,30.5546
0.7,1,0,7.32396e-08
0.7,1,1,2.38898e-06
0.7,1,2,1.00551e-07
0.7,1,3,6.86729e-06
0.7,1,4,0.000102329
0.7,1,5,2.58902e-05
0.7,1,6,1.64815e-05
0.7,1,7,0.00499619
0.7,1,8,2.74654e-06
0.7,1,9,6.90607e-08
0.7,1,10,4.53812e-07
0.7,1,11,2.84264e-05
0.7,1,12,9.34723e-07
0.7,1,13,1.07745e-06
0.7,1,14,7.5204e-05
0.7,1,15,1.66803e-05
0.7,1,16,1.79649e-06
0.7,1,17,1.60882e-09
0.7,1,18,8.05301e-08
0.7,1,19,0.000738506
0.7,1,20,2.53479e-08
0.7,1,21,5.30148e-06
0.7,1,22,7.39108e-06
0.7,1,23,8.76331e-08
0.7,1,24,0.00158379
0.7,1,25,1.94026e-06
0.7,1,26,0.00357579
0.7,1,27,5.62331e-06
0.7,1,28,3.79526e-07
0.7,1,29,7.31088e-05
0.7,1.5,0,2.55631e-11
0.7,1.5,1,9.23616e-15
0.7,1.5,2,1.92673e-12
0.7,1.5,3,3.25944e-14
0.7,1.5,4,6.94198e-14
0.7,1.5,5,1.28772e-13
0.7,1.5,6,1.31996e-13
0.7,1.5,7,2.92372e-12
0.7,1.5,8,1.08843e-11
0.7,1.5,9,1.02614e-11
0.7,1.5,10,1.33712e-12
0.7,1.5,11,7.46277e-14
0.7,1.5,12,2.83088e-11
0.7,1.5,13,3.81614e-12
0.7,1.5,14,7.34356e-15
0.7,1.5,15,1.96739e-13
0.7,1.5,16,5.27339e-13
0.7,1.5,17,2.43974e-15
0.7,1.5,18,7.25716e-12
0.7,1.5,19,3.69667e-15
0.7,1.5,20,2.97469e-14
0.7,1.5,21,4.19326e-14
0.7,1.5,22,4.25015e-13
0.7,1.5,23,2.29372e-10
0.7,1.5,24,7.31062e-12
0.7,1.5,25,4.08673e-13
0.7,1.5,26,1.36425e-14
0.7,1.5,27,2.18306e-11
0.7,1.5,28,5.17282e-12
0.7,1.5,29,2.96559e-12
0.7,2,0,818.646
0.7,2,1,398.299
0.7,2,2,161.336
0.7,2,3,362.986
0.7,2,4,655.24
0.7,2,5,331.89
0.7,2,6,286.881
0.7,2,7,388.963
0.7,2,8,438.869
0.7,2,9,581.652
0.7,2,10,143.707
0.7,2,11,582.664
0.7,2,12,290.767
0.7,2,13,222.978
0.7,2,14,156.706
0.7,2,15,582.59
0.7,2,16,299.086
0.7,2,17,147.723
0.7,2,18,219.154
0.7,2,19,421.173
0.7,2,20,367.047
0.7,2,21,253.84
0.7,2,22,722.009
0.7,2,23,369.855
0.7,2,24,253.439
0.7,2,25,312.413
0.7,2,26,133.959
0.7,2,27,476.481
0.7,2,28,339.553
0.7,2,29,133.734
0.7,2.5,0,15423.1
0.7,2.5,1,16779.7
0.7,2.5,2,19337.4
0.7,2.5,3,12852.8
0.7,2.5,4,16371.6
0.7,2.5,5,16359.2
0.7,2.5,6,11130.8
0.7,2.5,7,20468
0.7,2.5,8,20536.3
0.7,2.5,9,14288.2
0.7,2.5,10,21351.9
0.7,2.5,11,16955.8
0.7,2.5,12,10568
0.7,2.5,13,14905.4
0.7,2.5,14,13270.8
0.7,2.5,15,16601.1
0.7,2.5,16,15496.4
0.7,2.5,17,19400
0.7,2.5,18,17957
0.7,2.5,19,17056.1
0.7,2.5,20,12720.6
0.7,2.5,21,19848.8
0.7,2.5,22,16013.5
0.7,2.5,23,16409.2
0.7,2.5,24,21420.2
0.7,2.5,25,10633.5
0.7,2.5,26,23115.8
0.7,2.5,27,21630.7
0.7,2.5,28,23535
0.7,2.5,29,21081
0.7,3,0,37476.3
0.7,3,1,37098.2
0.7,3,2,36220.9
0.7,3,3,38911.8
0.7,3,4,39027.6
0.7,3,5,31217
0.7,3,6,33425.5
0.7,3,7,34529.8
0.7,3,8,25105.6
0.7,3,9,36296.9
0.7,3,10,35886.1
0.7,3,11,34102.7
0.7,3,12,35294.9
0.7,3,13,37135.1
0.7,3,14,33849.1
0.7,3,15,36479.6
0.7,3,16,38325.9
0.7,3,17,36806.5
0.7,3,18,31285.1
0.7,3,19,37462.2
0.7,3,20,37910.5
0.7,3,21,31896.5
0.7,3,22,34338.8
0.7,3,23,37028.7
0.7,3,24,32721.4
0.7,3,25,38699.4
0.7,3,26,34212.8
0.7,3,27,35511.6
0.7,3,28,36022.2
0.7,3,29,36796.8
0.7,3.5,0,37822.1
0.7,3.5,1,38183.5
0.7,3.5,2,38851.2
0.7,3.5,3,40682.8
0.7,3.5,4,37685.5
0.7,3.5,5,43222
0.7,3.5,6,39263.9
0.7,3.5,7,39049.7
0.7,3.5,8,40654.4
0.7,3.5,9,41577.4
0.7,3.5,10,38036.8
0.7,3.5,11,36585
0.7,3.5,12,40998.2
0.7,3.5,13,38458.4
0.7,3.5,14,36441
0.7,3.5,15,38711.4
0.7,3.5,16,37249.4
0.7,3.5,17,38965
0.7,3.5,18,36429.6
0.7,3.5,19,39325.1
0.7,3.5,20,34788.4
0.7,3.5,21,35079.6
0.7,3.5,22,38498.1
0.7,3.5,23,37889.7
0.7,3.5,24,30982.1
0.7,3.5,25,42362.4
0.7,3.5,26,37475.2
0.7,3.5,27,38400.4
0.7,3.5,28,38688.5
0.7,3.5,29,40439.8
0.8,0.5,0,2.14211
0.8,0.5,1,0.040514
0.8,0.5,2,0.406724
0.8,0.5,3,0.0186444
0.8,0.5,4,0.274151
0.8,0.5,5,0.266031
0.8,0.5,6,0.036705
0.8,0.5,7,0.00503544
0.8,0.5,8,18.0232
0.8,0.5,9,0.366518
0.8,0.5,10,1.0066
0.8,0.5,11,0.377551
0.8,0.5,12,7.06882
0.8,0.5,13,1.42379
0.8,0.5,14,0.0496321
0.8,0.5,15,9.34316
0.8,0.5,16,5.01698
0.8,0.5,17,0.111015
0.8,0.5,18,8.03792
0.8,0.5,19,2.08888
0.8,0.5,20,0.41008
0.8,0.5,21,0.0197123
0.8,0.5,22,0.000475125
0.8,0.5,23,0.21189
0.8,0.5,24,1.7184
0.8,0.5,25,0.000157967
0.8,0.5,26,0.137527
0.8,0.5,27,1.53884
0.8,0.5,28,9.45024
0.8,0.5,29,1.00788
0.8,1,0,2.12867e-08
0.8,1,1,1.56143e-10
0.8,1,2,1.93646e-11
0.8,1,3,3.2058e-08
0.8,1,4,4.77293e-09
0.8,1,5,6.52111e-07
0.8,1,6,2.26809e-09
0.8,1,7,1.35825e-08
0.8,1,8,2.27614e-09
0.8,1,9,3.91208e-07
0.8,1,10,1.94402e-11
0.8,1,11,2.65874e-05
0.8,1,12,1.83088e-09
0.8,1,13,1.05298e-05
0.8,1,14,4.73062e-08
0.8,1,15,3.28088e-09
0.8,1,16,1.87755e-05
0.8,1,17,3.9277e-11
0.8,1,18,6.633e-10
0.8,1,19,4.91013e-08
0.8,1,20,2.33267e-09
0.8,1,21,8.34006e-08
0.8,1,22,3.20028e-09
0.8,1,23,2.1832e-08
0.8,1,24,1.19888e-08
0.8,1,25,9.89058e-06
0.8,1,26,3.60587e-07
0.8,1,27,2.79519e-09
0.8,1,28,1.04136e-08
0.8,1,29,3.61503e-07
0.8,1.5,0,0.0174554
0.8,1.5,1,0.00460693
0.8,1.5,2,0.00118696
0.8,1.5,3,0.00303063
0.8,1.5,4,0.00021623
0.8,1.5,5,0.00139499
0.8,1.5,6,0.00164442
0.8,1.5,7,0.00242419
0.8,1.5,8,0.00697056
0.8,1.5,9,0.00091263
0.8,1.5,10,0.0056792
0.8,1.5,11,0.00190378
0.8,1.5,12,0.00586812
0.8,1.5,13,0.0014098
0.8,1.5,14,0.00255762
0.8,1.5,15,0.00172754
0.8,1.5,16,0.00436232
0.8,1.5,17,0.000777666
0.8,1.5,18,0.00130975
0.8,1.5,19,0.00222988
0.8,1.5,20,0.000827694
0.8,1.5,21,0.00644935
0.8,1.5,22,0.0062944
0.8,1.5,23,0.0162962
0.8,1.5,24,0.000352407
0.8,1.5,25,0.0017787
0.8,1.5,26,0.000221625
0.8,1.5,27,0.0258787
0.8,1.5,28,0.0126239
0.8,1.5,29,0.00241734
0.8,2,0,8377.47
0.8,2,1,7974.95
0.8,2,2,9621.22
0.8,2,3,6562.52
0.8,2,4,13918.1
0.8,2,5,12185.8
0.8,2,6,9133.66
0.8,2,7,7059.13
0.8,2,8,8160.43
0.8,2,9,5935.34
0.8,2,10,10455.4
0.8,2,11,7524.97
0.8,2,12,9838.17
0.8,2,13,9872.92
0.8,2,14,5884.01
0.8,2,15,8579.76
0.8,2,16,11878.6
0.8,2,17,8100.64
0.8,2,18,7704.44
0.8,2,19,12998.7
0.8,2,20,6673.54
0.8,2,21,7506.23
0.8,2,22,11084.6
0.8,2,23,7225.06
0.8,2,24,9215.2
0.8,2,25,8344.71
0.8,2,26,8797.9
0.8,2,27,5877.57
0.8,2,28,6695.83
0.8,2,29,10198
0.8,2.5,0,28766.1
0.8,2.5,1,30219.4
0.8,2.5,2,31634.6
0.8,2.5,3,30001.4
0.8,2.5,4,30153.9
0.8,2.5,5,27465.9
0.8,2.5,6,32757.1
0.8,2.5,7,27205.3
0.8,2.5,8,34301.1
0.8,2.5,9,30270.6
0.8,2.5,10,30788.7
0.8,2.5,11,29406.7
0.8,2.5,12,30509
0.8,2.5,13,31738.3
0.8,2.5,14,33168.5
0.8,2.5,15,30103.1
0.8,2.5,16,32402.7
0.8,2.5,17,25348.9
0.8,2.5,18,32909.4
0.8,2.5,19,30160.7
0.8,2.5,20,25586.5
0.8,2.5,21,25894.6
0.8,2.5,22,28797.9
0.8,2.5,23,23002
0.8,2.5,24,25033
0.8,2.5,25,25053.8
0.8,2.5,26,24903.3
0.8,2.5,27,27816.2
0.8,2.5,28,32038.4
0.8,2.5,29,33432.1
0.8,3,0,40642.9
0.8,3,1,41884.8
0.8,3,2,33171.6
0.8,3,3,36635.8
0.8,3,4,33798.2
0.8,3,5,41940.9
0.8,3,6,43750.8
0.8,3,7,28767
0.8,3,8,32335.9
0.8,3,9,36281
0.8,3,10,39452.1
0.8,3,11,35532
0.8,3,12,43361.5
0.8,3,13,43227
0.8,3,14,37040.1
0.8,3,15,36272.4
0.8,3,16,40558.7
0.8,3,17,37942
0.8,3,18,35951.2
0.8,3,19,36825.9
0.8,3,20,35494.4
0.8,3,21,37624.6
0.8,3,22,36072.5
0.8,3,23,43208.9
0.8,3,24,37568.5
0.8,3,25,40634.2
0.8,3,26,35147.5
0.8,3,27,32751
0.8,3,28,40789.5
0.8,3,29,39780.4
0.8,3.5,0,33102.7
0.8,3.5,1,41444
0.8,3.5,2,40276.5
0.8,3.5,3,33446.5
0.8,3.5,4,42508
0.8,3.5,5,35912.1
0.8,3.5,6,36007.3
0.8,3.5,7,40077.9
0.8,3.5,8,40566.3
0.8,3.5,9,39439.9
0.8,3.5,10,39411.6
0.8,3.5,11,42948.7
0.8,3.5,12,44210.4
0.8,3.5,13,38794.1
0.8,3.5,14,37673.8
0.8,3.5,15,38689.8
0.8,3.5,16,31922.7
0.8,3.5,17,37142.9
0.8,3.5,18,32905.8
0.8,3.5,19,34676.3
0.8,3.5,20,46672.6
0.8,3.5,21,40426.6
0.8,3.5,22,43334.4
0.8,3.5,23,42791.5
0.8,3.5,24,45737.1
0.8,3.5,25,43054
0.8,3.5,26,29824.6
0.8,3.5,27,36042.9
0.8,3.5,28,38269.9
0.8,3.5,29,34505.2
0.9,0.5,0,2.32864e-06
0.9,0.5,1,0.00197456
0.9,0.5,2,0.0173986
0.9,0.5,3,2.05848e-05
0.9,0.5,4,6.37546e-05
0.9,0.5,5,3.14193e-05
0.9,0.5,6,1.63393e-06
0.9,0.5,7,5.78978e-06
0.9,0.5,8,1.28794e-05
0.9,0.5,9,3.30387e-06
0.9,0.5,10,0.000172526
0.9,0.5,11,5.19189e-05
0.9,0.5,12,0.000901352
0.9,0.5,13,0.00461424
0.9,0.5,14,1.24466e-05
0.9,0.5,15,0.000180695
0.9,0.5,16,1.47267e-05
0.9,0.5,17,0.00814008
0.9,0.5,18,1.16064e-05
0.9,0.5,19,4.50858e-05
0.9,0.5,20,3.55595e-06
0.9,0.5,21,0.00391604
0.9,0.5,22,5.56566e-05
0.9,0.5,23,8.9597e-06
0.9,0.5,24,8.89037e-05
0.9,0.5,25,0.00225191
0.9,0.5,26,0.000433163
0.9,0.5,27,2.80618e-05
0.9,0.5,28,0.00141404
0.9,0.5,29,4.75214e-06
0.9,1,0,0.100427
0.9,1,1,0.141455
0.9,1,2,0.0384739
0.9,1,3,1.36846
0.9,1,4,0.541849
0.9,1,5,0.0896754
0.9,1,6,0.405712
0.9,1,7,0.0903631
0.9,1,8,0.0573447
0.9,1,9,0.208839
0.9,1,10,0.101301
0.9,1,11,1.14827
0.9,1,12,0.256943
0.9,1,13,0.738551
0.9,1,14,0.514697
0.9,1,15,0.0323424
0.9,1,16,0.0843948
0.9,1,17,0.872785
0.9,1,18,0.731376
0.9,1,19,0.149593
0.9,1,20,0.600613
0.9,1,21,0.71586
0.9,1,22,6.99418
0.9,1,23,0.073947
0.9,1,24,0.288928
0.9,1,25,0.612868
0.9,1,26,0.0756086
0.9,1,27,1.27725
0.9,1,28,1.29874
0.9,1,29,1.23769
0.9,1.5,0,5124.87
0.9,1.5,1,10704.9
0.9,1.5,2,8423.43
0.9,1.5,3,9091.19
0.9,1.5,4,11870.8
0.9,1.5,5,6206.11
0.9,1.5,6,11974.8
0.9,1.5,7,10738.7
0.9,1.5,8,8428.75
0.9,1.5,9,11654.8
0.9,1.5,10,15532
0.9,1.5,11,11477.1
0.9,1.5,12,7347.39
0.9,1.5,13,14228.9
0.9,1.5,14,12622.5
0.9,1.5,15,9722.16
0.9,1.5,16,14109.3
0.9,1.5,17,12625.5
0.9,1.5,18,8352.98
0.9,1.5,19,12520.6
0.9,1.5,20,8711.37
0.9,1.5,21,8535.87
0.9,1.5,22,10026.7
0.9,1.5,23,7666.63
0.9,1.5,24,12178.5
0.9,1.5,25,9882.05
0.9,1.5,26,9758.42
0.9,1.5,27,9775.34
0.9,1.5,28,10913.1
0.9,1.5,29,12554.3
0.9,2,0,28422.4
0.9,2,1,34042.9
0.9,2,2,30728.2
0.9,2,3,20297.2
0.9,2,4,22274.5
0.9,2,5,29514.8
0.9,2,6,26278.5
0.9,2,7,29989.9
0.9,2,8,29234.3
0.9,2,9,28407
0.9,2,10,29189.5
0.9,2,11,29283.9
0.9,2,12,27077.2
0.9,2,13,24288.2
0.9,2,14,32621.1
0.9,2,15,22408.8
0.9,2,16,33406.2
0.9,2,17,22015.3
0.9,2,18,19673
0.9,2,19,33311.7
0.9,2,20,31327.8
0.9,2,21,22342.4
0.9,2,22,32891.8
0.9,2,23,33947.3
0.9,2,24,30580.8
0.9,2,25,28532.8
0.9,2,26,23212.4
0.9,2,27,27880.5
0.9,2,28,30575.4
0.9,2,29,23823.7
0.9,2.5,0,40460.6
0.9,2.5,1,37135.1
0.9,2.5,2,35654.8
0.9,2.5,3,34347.1
0.9,2.5,4,37326.5
0.9,2.5,5,37486.2
0.9,2.5,6,37225.2
0.9,2.5,7,37630.1
0.9,2.5,8,37582.9
0.9,2.5,9,34886.9
0.9,2.5,10,40943.9
0.9,2.5,11,37015.5
0.9,2.5,12,40637.3
0.9,2.5,13,35949.7
0.9,2.5,14,38296.9
0.9,2.5,15,39949
0.9,2.5,16,42210.8
0.9,2.5,17,30205.1
0.9,2.5,18,37266.7
0.9,2.5,19,33464.5
0.9,2.5,20,38703.5
0.9,2.5,21,38796.1
0.9,2.5,22,38543.5
0.9,2.5,23,31432.3
0.9,2.5,24,28936.8
0.9,2.5,25,39062.4
0.9,2.5,26,38690.2
0.9,2.5,27,38110
0.9,2.5,28,33328.7
0.9,2.5,29,36308
0.9,3,0,36399
0.9,3,1,43875.5
0.9,3,2,39640.5
0.9,3,3,44305.7
0.9,3,4,31045.1
0.9,3,5,37728.8
0.9,3,6,42667.2
0.9,3,7,36625
0.9,3,8,39502.6
0.9,3,9,43627
0.9,3,10,42454.6
0.9,3,11,41986.5
0.9,3,12,39659.7
0.9,3,13,38190.5
0.9,3,14,42964
0.9,3,15,36583.8
0.9,3,16,39626.7
0.9,3,17,42583.3
0.9,3,18,32460.1
0.9,3,19,34580.2
0.9,3,20,40252.4
0.9,3,21,41894.7
0.9,3,22,35961.4
0.9,3,23,41034.9
0.9,3,24,41467.5
0.9,3,25,37643.4
0.9,3,26,33160.3
0.9,3,27,42103.1
0.9,3,28,41089.6
0.9,3,29,37655
0.9,3.5,0,35316.8
0.9,3.5,1,43361.7
0.9,3.5,2,42721
0.9,3.5,3,42695
0.9,3.5,4,42533.8
0.9,3.5,5,32272.3
0.9,3.5,6,39873.7
0.9,3.5,7,38204.4
0.9,3.5,8,37258.8
0.9,3.5,9,39715.2
0.9,3.5,10,39276.4
0.9,3.5,11,39029.9
0.9,3.5,12,39509.2
0.9,3.5,13,42849.2
0.9,3.5,14,43793.8
0.9,3.5,15,42942
0.9,3.5,16,40036.2
0.9,3.5,17,39107
0.9,3.5,18,38935
0.9,3.5,19,41550.3
0.9,3.5,20,39461.2
0.9,3.5,21,42291.4
0.9,3.5,22,41836.6
0.9,3.5,23,39682.8
0.9,3.5,24,39683.9
0.9,3.5,25,34134.5
0.9,3.5,26,37775
0.9,3.5,27,36513.2
0.9,3.5,28,41218.1
0.9,3.5,29,39568.2
